CMTE_ID,FILE_NUM,TRANSACTION_TP,Month,Day,Year,TRANSACTION_AMT,STATE,ENTITY_TYPE,CAND_ID,CAND_NAME,OFFICE,PTY
46,,,,,2011,32500,VA,,1368,Shenandoah Resource Conservation and Development Council,H,DEM
58,,,,,2011,30000,VA,,1316,Potomac Conservancy,H,REP
58,,,,,2011,30000,VA,,1464,Trout Unlimited,H,REP
46,,,,,2011,25000,VA,,1317,Potomac Riverkeeper,H,DEM
46,,,,,2011,25000,VA,,1369,Shenandoah Valley Battlefields Foundation,H,REP
46,,,,,2011,25000,VA,,1381,Southern Environmental Law Center,H,REP
58,,,,,2011,25000,VA,,898,Chesapeake Bay Funders Network,H,DEM
46,,,,,2011,20000,VA,,1316,Potomac Conservancy,H,DEM
58,,,,,2011,18000,VA,,904,Chesapeake Media Service,H,REP
46,,,,,2011,15000,VA,,1485,Valley Conservation Council,H,DEM
46,,,,,2011,15000,VA,,1523,Wild Virginia,H,DEM
54,,,,,2011,15000,VA,,1308,Piedmont Environmental Council,H,REP
58,,,,,2011,15000,VA,,908,Chesapeake Wildlife Heritage,H,REP
46,,,,,2011,10000,VA,,948,Community Alliance for Preservation,H,REP
46,,,,,2011,10000,VA,,1063,Friends of the North Fork of the Shenandoah River,H,DEM
46,,,,,2011,10000,VA,,1340,River Network,H,DEM
46,,,,,2011,10000,VA,,1366,Shenandoah Forum,H,REP
61,,,,,2011,15000,VA,,1368,Shenandoah Resource Conservation and Development Council,H,DEM
61,,,,,2011,12000,VA,,1485,Valley Conservation Council,H,REP
63,,,,,2012,398740,VA,,894,Chesapeake Bay Foundation,H,REP
63,,,,,2012,219084,VA,,1497,Virginia Polytechnic Institute and State University,H,DEM
63,,,,,2012,200000,MD,,1316,Potomac Conservancy,H,REP
63,,,,,2012,141602.95,VA,,1551,Clarke County,H,REP
46,,,,,2012,100125,VA,,1308,Piedmont Environmental Council,H,REP
46,,,,,2012,79375,VA,,1545,Shenandoah Valley Network,H,DEM
46,,,,,2012,75000,VA,,898,Chesapeake Bay Funders Network,H,DEM
54,,,,,2012,45000,VA,,1317,Potomac Riverkeeper,H,REP
58,,,,,2012,35000,VA,,1317,Potomac Riverkeeper,H,REP
46,,,,,2012,30000,VA,,1317,Potomac Riverkeeper,H,DEM
54,,,,,2012,30000,VA,,1308,Piedmont Environmental Council,H,REP
58,,,,,2012,30000,VA,,1316,Potomac Conservancy,H,DEM
54,,,,,2012,25000,VA,,1317,Potomac Riverkeeper,H,REP
46,,,,,2012,22500,VA,,1381,Southern Environmental Law Center,H,REP
46,,,,,2012,22500,VA,,1368,Shenandoah Resource Conservation and Development Council,H,DEM
54,,,,,2012,20000,VA,,1308,Piedmont Environmental Council,H,DEM
54,,,,,2012,20000,VA,,1308,Piedmont Environmental Council,H,DEM
58,,,,,2012,20000,VA,,1103,"H. John Heinz III Center for Science, Economics and the Environment",H,REP
46,,,,,2012,15000,VA,,1316,Potomac Conservancy,H,REP
53,,,,,2012,10000,VA,,1366,Shenandoah Forum,H,DEM
53,,,,,2012,10000,VA,,1545,Shenandoah Valley Network,H,REP
46,,,,,2012,10000,VA,,948,Community Alliance for Preservation,H,REP
46,,,,,2012,10000,VA,,1063,Friends of the North Fork of the Shenandoah River,H,REP
46,,,,,2012,10000,VA,,1366,Shenandoah Forum,H,REP
46,,,,,2012,10000,VA,,1485,Valley Conservation Council,H,REP
46,,,,,2012,10000,VA,,1497,Virginia Polytechnic Institute and State University,H,DEM
46,,,,,2012,10000,VA,,1504,Water Stewardship,H,REP
46,,,,,2012,10000,VA,,1523,Wild Virginia,H,DEM
46,,,,,2012,7500,VA,,1340,River Network,H,REP
46,,,,,2012,5000,VA,,1067,Friends of the Rivers of Virginia,H,REP
46,,,,,2012,4500,VA,,1282,Northern Shenandoah Valley Regional Commission,H,DEM
54,,,,,2012,1500,VA,,1308,Piedmont Environmental Council,H,REP
61,,,,,2012,3000,VA,,1063,Friends of the North Fork of the Shenandoah River,H,REP
1,,,,,2012,50000,VA,,1317,Potomac Riverkeeper,H,REP
1,,,,,2012,25000,VA,,1063,Friends of the North Fork of the Shenandoah River,H,REP
63,,,,,2013,367434.66,MD,,1316,Potomac Conservancy,H,DEM
63,,,,,2013,247354,VA,,1497,Virginia Polytechnic Institute and State University,H,REP
63,,,,,2013,199069.79,VA,,1464,Trout Unlimited,H,REP
63,,,,,2013,170000,VA,,1485,Valley Conservation Council,H,DEM
46,,,,,2013,85625,VA,,1308,Piedmont Environmental Council,H,DEM
46,,,,,2013,79375,VA,,1545,Shenandoah Valley Network,H,REP
46,,,,,2013,75000,VA,,898,Chesapeake Bay Funders Network,H,REP
46,,,,,2013,60000,VA,,1317,Potomac Riverkeeper,H,REP
54,,,,,2013,40000,VA,,1317,Potomac Riverkeeper,H,DEM
54,,,,,2013,40000,VA,,1317,Potomac Riverkeeper,H,DEM
54,,,,,2013,32000,VA,,1317,Potomac Riverkeeper,H,REP
54,,,,,2013,30000,VA,,1308,Piedmont Environmental Council,H,DEM
54,,,,,2013,30000,VA,,1317,Potomac Riverkeeper,H,REP
58,,,,,2013,30000,VA,,904,Chesapeake Media Service,H,REP
53,,,,,2013,25000,VA,,1167,Keystone Research Center,H,REP
46,,,,,2013,25000,VA,,1369,Shenandoah Valley Battlefields Foundation,H,REP
46,,,,,2013,22500,VA,,1381,Southern Environmental Law Center,H,REP
54,,,,,2013,20000,VA,,1308,Piedmont Environmental Council,H,REP
54,,,,,2013,20000,VA,,1308,Piedmont Environmental Council,H,DEM
58,,,,,2013,18000,VA,,1485,Valley Conservation Council,H,DEM
46,,,,,2013,15000,VA,,1316,Potomac Conservancy,H,REP
46,,,,,2013,15000,VA,,1368,Shenandoah Resource Conservation and Development Council,H,DEM
46,,,,,2013,10000,VA,,948,Community Alliance for Preservation,H,REP
46,,,,,2013,10000,VA,,1063,Friends of the North Fork of the Shenandoah River,H,DEM
46,,,,,2013,10000,VA,,1366,Shenandoah Forum,H,REP
46,,,,,2013,10000,VA,,1497,Virginia Polytechnic Institute and State University,H,REP
46,,,,,2013,10000,VA,,1504,Water Stewardship,H,DEM
46,,,,,2013,10000,VA,,1523,Wild Virginia,H,REP
46,,,,,2013,7500,VA,,1340,River Network,H,DEM
46,,,,,2013,5000,VA,,1485,Valley Conservation Council,H,REP
1,,,,,2013,50000,VA,,1317,Potomac Riverkeeper,H,DEM
1,,,,,2013,28000,VA,,1063,Friends of the North Fork of the Shenandoah River,H,REP
63,,,,,2014,210652,VA,,1497,Virginia Polytechnic Institute and State University,H,REP
63,,,,,2014,200000,VA,,1549,James Madison University,H,DEM
63,,,,,2014,200000,VA,,1550,Eastern Mennonite University,H,DEM
46,,,,,2014,137500,VA,,1308,Piedmont Environmental Council,H,REP
46,,,,,2014,90000,VA,,1545,Shenandoah Valley Network,H,DEM
46,,,,,2014,75000,VA,,898,Chesapeake Bay Funders Network,H,DEM
58,,,,,2014,60000,VA,,1317,Potomac Riverkeeper,H,REP
46,,,,,2014,53000,VA,,1381,Southern Environmental Law Center,H,REP
63,,,,,2014,51559.32,WV,,856,Cacapon Institute,H,REP
54,,,,,2014,45000,VA,,1317,Potomac Riverkeeper,H,REP
46,,,,,2014,40000,VA,,1497,Virginia Polytechnic Institute and State University,H,REP
46,,,,,2014,32000,VA,,1369,Shenandoah Valley Battlefields Foundation,H,REP
46,,,,,2014,30000,VA,,1317,Potomac Riverkeeper,H,DEM
54,,,,,2014,30000,VA,,1308,Piedmont Environmental Council,H,REP
54,,,,,2014,30000,VA,,1308,Piedmont Environmental Council,H,REP
54,,,,,2014,20000,VA,,1308,Piedmont Environmental Council,H,DEM
54,,,,,2014,20000,VA,,1308,Piedmont Environmental Council,H,REP
53,,,,,2014,15000,VA,,1545,Shenandoah Valley Network,H,REP
46,,,,,2014,15000,VA,,1368,Shenandoah Resource Conservation and Development Council,H,DEM
46,,,,,2014,10000,VA,,948,Community Alliance for Preservation,H,REP
46,,,,,2014,10000,VA,,1063,Friends of the North Fork of the Shenandoah River,H,REP
46,,,,,2014,10000,VA,,1316,Potomac Conservancy,H,REP
46,,,,,2014,10000,VA,,1366,Shenandoah Forum,H,REP
46,,,,,2014,10000,VA,,1504,Water Stewardship,H,DEM
46,,,,,2014,10000,VA,,1523,Wild Virginia,H,REP
54,,,,,2014,10000,VA,,1317,Potomac Riverkeeper,H,REP
46,,,,,2014,7500,VA,,1340,River Network,H,REP
46,,,,,2014,5000,VA,,1485,Valley Conservation Council,H,DEM
61,,,,,2014,24200,VA,,1562,Central Shenandoah Planning District Commission,H,REP
61,,,,,2014,15000,VA,,1316,Potomac Conservancy,H,DEM
61,,,,,2014,15000,VA,,1563,Virginia Conservation Legacy Fund,H,REP
1,,,,,2014,28000,VA,,1063,Friends of the North Fork of the Shenandoah River,H,DEM
1,,,,,2014,50000,VA,,1317,Potomac Riverkeeper,H,REP
