CMTE_ID,FILE_NUM,TRANSACTION_TP,Month,Day,Year,TRANSACTION_AMT,STATE,ENTITY_TYPE,CAND_ID,CAND_NAME,OFFICE,PTY
46,733717,24K,1,1,2011,20000,NC,PAC,1488,Virginia Conservation Network,H,DEM
46,736868,24K,1,1,2011,25000,TX,PAC,1494,Virginia League of Conservation Voters Education Fund,H,REP
46,736868,24K,1,1,2011,10000,IL,PAC,1497,Virginia Polytechnic Institute and State University,H,REP
46,736868,24K,1,1,2011,10000,VA,PAC,1504,Water Stewardship,H,DEM
46,736868,24K,1,1,2011,10000,GU,PAC,1523,Wild Virginia,H,DEM
46,804544,24K,1,1,2011,10000,TN,PAC,948,Community Alliance for Preservation,H,REP
46,804544,24K,1,1,2011,10000,AR,PAC,1063,Friends of the North Fork Shenandoah River,H,REP
46,736868,24K,1,1,2011,75000,NJ,PAC,877,New Venture Fund,H,DEM
46,736868,24K,1,1,2011,60000,WA,PAC,1308,Piedmont Environmental Council,H,DEM
46,804544,24K,1,1,2011,30000,WA,PAC,1308,Piedmont Environmental Council,H,REP
46,764844,24K,1,1,2011,5000,AZ,PAC,1308,Piedmont Environmental Council,H,REP
46,764844,24K,1,1,2011,70000,AZ,PAC,1308,Piedmont Environmental Council,H,DEM
46,764844,24K,1,1,2011,7500,CA,PAC,1340,River Network,H,REP
46,736876,24K,1,1,2011,10000,VA,PAC,1366,Shenandoah Forum,H,REP
46,736876,24K,1,1,2011,25000,TX,PAC,1369,Shenandoah Valley Battlefields Foundation,H,DEM
46,750484,24K,1,1,2011,22500,NV,PAC,1381,Southern Environmental Law Center,H,DEM
46,736876,24K,1,1,2011,15000,VA,PAC,1316,Potomac Conservancy,H,REP
46,736773,24K,1,1,2011,30000,VA,PAC,1317,Potomac Riverkeeper,H,REP
46,736773,24K,1,1,2011,30000,MN,PAC,1317,Potomac Riverkeeper,H,REP
46,737322,24K,1,1,2011,5000,AL,PAC,1485,Valley Conservation Council,H,REP
46,737322,24K,1,1,2011,15000,MI,PAC,1485,Valley Conservation Council,H,REP
46,737322,24K,1,1,2011,5000,AL,PAC,1488,Virginia Conservation Network,H,REP
46,742154,24K,1,1,2011,20000,NJ,PAC,1488,Virginia Conservation Network,H,REP
46,759660,24K,1,1,2011,25000,MS,PAC,1494,Virginia League of Conservation Voters Education Fund,H,REP
46,761304,24K,1,1,2011,10000,PA,PAC,1497,Virginia Polytechnic Institute and State University,H,REP
46,759660,24K,1,1,2011,10000,SD,PAC,1504,Water Stewardship,H,REP
46,759660,24K,1,1,2011,10000,CA,PAC,1523,Wild Virginia,H,DEM
46,759911,24K,1,1,2011,10000,TX,PAC,948,Community Alliance for Preservation,H,DEM
46,759911,24K,1,1,2011,10000,MI,PAC,1063,Friends of the North Fork Shenandoah River,H,DEM
46,759660,24K,1,1,2011,75000,NJ,PAC,877,New Venture Fund,H,REP
46,786596,24K,1,1,2011,60000,MT,PAC,1308,Piedmont Environmental Council,H,REP
46,742154,24K,1,1,2011,30000,OR,PAC,1308,Piedmont Environmental Council,H,DEM
46,742154,24K,1,1,2011,5000,NJ,PAC,1308,Piedmont Environmental Council,H,REP
46,742154,24K,1,1,2011,90000,WI,PAC,1308,Piedmont Environmental Council,H,REP
46,772141,24K,1,1,2011,7500,MN,PAC,1340,River Network,H,REP
46,742154,24K,1,1,2011,10000,NY,PAC,1366,Shenandoah Forum,H,DEM
46,742154,24K,1,1,2011,25000,OH,PAC,1369,Shenandoah Valley Battlefields Foundation,H,DEM
46,747141,24K,1,1,2011,32500,VA,PAC,1381,Southern Environmental Law Center,H,REP
46,747141,24K,1,1,2011,10000,VA,PAC,1316,Potomac Conservancy,H,REP
46,742154,24K,1,1,2011,30000,TX,PAC,1317,Potomac Riverkeeper,H,REP
46,804545,24K,1,1,2011,5000,AL,PAC,1485,Valley Conservation Council,H,REP
46,742154,24K,1,1,2011,15000,DC,PAC,1485,Valley Conservation Council,H,DEM
46,743238,24K,1,1,2011,5000,OR,PAC,1488,Virginia Conservation Network,H,DEM
46,786596,24K,1,1,2011,20000,WY,PAC,1488,Virginia Conservation Network,H,REP
46,786596,24K,1,1,2011,25000,MT,PAC,1494,Virginia League of Conservation Voters Education Fund,H,REP
46,804545,24K,1,1,2011,40000,LA,PAC,1497,Virginia Polytechnic Institute and State University,H,REP
46,759660,24K,1,1,2011,10000,MI,PAC,1504,Water Stewardship,H,REP
47,759911,24K,1,1,2011,25000,IL,PAC,837,Blue Water Baltimore,H,DEM
47,772142,24K,1,1,2011,17500,IL,PAC,1505,Waterfront Partnership of Baltimore,H,REP
48,745181,24K,1,1,2010,25000,KY,PAC,787,American Rivers,H,REP
48,745181,24K,1,1,2010,3000,AL,PAC,812,Baltimore Chesapeake Bay Outward Bound Center,H,REP
48,749510,24K,1,1,2010,69000,TX,PAC,894,Chesapeake Bay Foundation,H,DEM
48,749510,24K,1,1,2010,11500,NJ,PAC,898,Chesapeake Bay Trust,H,DEM
48,749510,24K,1,1,2010,63000,IL,PAC,999,Earthjustice,H,REP
48,749510,24K,1,1,2010,10000,NJ,PAC,1262,The Nature Conservancy - Maryland Chapter,H,DEM
48,749510,24K,1,1,2010,65000,TX,PAC,1432,The Conservation Fund,H,REP
48,759660,24K,1,1,2011,25000,TX,PAC,787,American Rivers,H,REP
48,749510,24K,1,1,2011,3500,NY,PAC,812,Baltimore Chesapeake Bay Outward Bound Center,H,REP
48,761304,24K,1,1,2011,15000,VT,PAC,837,Blue Water Baltimore,H,DEM
48,764878,24K,1,1,2011,15000,NV,PAC,894,Chesapeake Bay Foundation,H,REP
48,761304,24K,1,1,2011,7500,FL,PAC,898,Chesapeake Bay Trust,H,REP
48,747141,24K,1,1,2011,65000,IL,PAC,999,Earthjustice,H,DEM
48,774713,24K,1,1,2011,15000,VA,PAC,1262,The Nature Conservancy - Maryland Chapter,H,REP
48,749510,24K,1,1,2011,70000,IL,PAC,1432,The Conservation Fund,H,REP
48,761304,24K,1,1,2012,25000,WI,PAC,787,American Rivers,H,REP
48,759911,24K,1,1,2012,8000,OR,PAC,812,Baltimore Chesapeake Bay Outward Bound Center,H,REP
48,749510,24K,1,1,2012,40000,OH,PAC,894,Chesapeake Bay Foundation,H,REP
48,749510,24K,1,1,2012,65000,PA,PAC,999,Earthjustice,H,REP
48,749510,24K,1,1,2012,20000,IL,PAC,1288,Ocean Conservancy,H,DEM
48,749510,24K,1,1,2012,75000,OH,PAC,1432,The Conservation Fund,H,REP
49,749510,24K,1,1,2014,25000,OH,PAC,898,Chesapeake Bay Trust,H,REP
49,749510,24K,1,1,2013,25000,TX,PAC,898,Chesapeake Bay Trust,H,REP
49,749510,24K,1,1,2012,25000,OH,PAC,898,Chesapeake Bay Trust,H,REP
49,759660,24K,1,1,2013,10000,TX,PAC,1216,Maryland Pesticide Network,H,REP
49,759660,24K,1,1,2012,10000,OH,PAC,1216,Maryland Pesticide Network,H,REP
49,759660,24K,1,1,2013,30000,FL,PAC,1259,Natural Resources Defense Council,H,REP
49,759660,24K,1,1,2012,30000,MI,PAC,1259,Natural Resources Defense Council,H,REP
49,759660,24K,1,1,2011,40000,AZ,PAC,1259,Natural Resources Defense Council,H,REP
49,804545,24K,1,1,2013,50000,MS,PAC,1316,Potomac Conservancy,H,REP
49,750244,24K,1,1,2012,35000,NC,PAC,1316,Potomac Conservancy,H,DEM
49,759660,24K,1,1,2011,35000,NJ,PAC,1316,Potomac Conservancy,H,REP
49,786596,24K,1,1,2014,10000,MT,PAC,1317,Potomac Riverkeeper,H,REP
49,750244,24K,1,1,2012,15000,MI,PAC,1317,Potomac Riverkeeper,H,DEM
49,754260,24K,1,1,2011,15000,CA,PAC,1317,Potomac Riverkeeper,H,REP
50,761304,24K,1,1,2011,50068,NJ,PAC,1248,Nanticoke Watershed Alliance,H,REP
50,759911,24K,1,1,2011,91500,CA,PAC,1485,Valley Conservation Council,H,DEM
50,754260,24K,1,1,2011,8725,IL,PAC,1393,St. James Episcopal Church,H,REP
50,761304,24K,1,1,2011,22032.66,TX,PAC,1320,Prince George's Community College,H,REP
50,754260,24K,1,1,2011,38310,TX,PAC,1229,Mergenthaler Vocational - Technical Senior High School,H,REP
50,759327,24K,1,1,2011,15010,GA,PAC,963,Crofton Civic Association,H,REP
50,772144,24K,1,1,2011,31852,TX,PAC,883,Center for Watershed Protection,H,REP
50,754260,24K,1,1,2011,25000,NY,PAC,1378,South River Federation,H,DEM
50,754260,24K,1,1,2011,29588,FL,PAC,837,Blue Water Baltimore,H,REP
50,754260,24K,1,1,2011,40000,OH,PAC,982,Dorchester Soil Conservation District,H,REP
50,759911,24K,1,1,2011,30500,CA,PAC,837,Blue Water Baltimore,H,REP
50,759327,24K,1,1,2011,12826,KY,PAC,921,City of Cumberland,H,DEM
50,754260,24K,1,1,2011,18800,NY,PAC,1331,Reservoir Hill Improvement Council,H,DEM
50,754260,24K,1,1,2011,35000,OH,PAC,1295,Parks and People Foundation,H,REP
50,804545,24K,1,1,2011,34441.68,LA,PAC,1111,"Harford County, Maryland",H,REP
50,804545,24K,1,1,2011,14710,LA,PAC,901,Chesapeake Education Arts Research Society,H,REP
50,764992,24K,1,1,2011,27000,AL,PAC,925,City of Hagerstown,H,REP
50,764992,24K,1,1,2011,23000,AZ,PAC,924,City of Greenbelt,H,DEM
50,764992,24K,1,1,2011,13500,CA,PAC,1501,Washington College Center for Environment and Society,H,REP
50,754912,24K,1,1,2011,5000,IL,PAC,1103,"H. John Heinz III Center for Science, Economics and the Environment",H,REP
50,754912,24K,1,1,2011,10000,NY,PAC,1342,Rock Creek Conservancy,H,REP
50,761304,24K,1,1,2011,15000,VA,PAC,837,Blue Water Baltimore,H,REP
50,759660,24K,1,1,2011,13794,CA,PAC,1475,University of Maryland Center for Environmental Science,H,REP
50,804545,24K,1,1,2011,21750,FL,PAC,921,City of Cumberland,H,REP
50,786596,24K,1,1,2011,26600,WY,PAC,1331,Reservoir Hill Improvement Council,H,REP
50,759911,24K,1,1,2011,13000,CA,PAC,1513,West/Rhode Riverkeeper,H,DEM
50,762685,24K,1,1,2011,4220,AZ,PAC,937,Clean Water Fund,H,REP
50,786596,24K,1,1,2011,15000,KY,PAC,789,Anacostia Watershed Society,H,REP
50,764884,24K,1,1,2011,15000,NV,PAC,1476,University of Maryland College Park,H,REP
50,764994,24K,1,1,2011,30224,FL,PAC,1399,St. Mary's River Watershed Association,H,REP
50,754912,24K,1,1,2011,15000,IL,PAC,837,Blue Water Baltimore,H,REP
50,754912,24K,1,1,2011,8970,FL,PAC,813,Baltimore City Department of Recreation and Parks,H,REP
50,754874,24K,1,1,2011,25000,CA,PAC,1101,Gunpowder Valley Conservancy,H,DEM
50,754874,24K,1,1,2011,11036,NJ,PAC,1295,Parks and People Foundation,H,REP
50,754912,24K,1,1,2011,35000,FL,PAC,1534,Worcester County Public Schools,H,REP
50,754912,24K,1,1,2011,7032.49,NJ,PAC,857,Calvert County Public Schools,H,DEM
50,754874,24K,1,1,2011,15000,IL,PAC,1307,Pickering Creek Audubon Center,H,REP
50,754874,24K,1,1,2011,27911,CA,PAC,1438,The Society for Ocean Sciences,H,DEM
50,754874,24K,1,1,2011,26966,IL,PAC,1475,University of Maryland Center for Environmental Science,H,REP
50,754874,24K,1,1,2011,29887,IL,PAC,1185,Living Classrooms Foundation,H,REP
50,754874,24K,1,1,2011,5000,IL,PAC,1422,Talbot County Public Schools,H,REP
50,759093,24K,1,1,2011,49976,GA,PAC,794,Anne Arundel County Public Schools,H,DEM
50,759093,24K,1,1,2011,23226,CA,PAC,866,Carnegie Institution for Science,H,REP
50,759093,24K,1,1,2011,20701,CA,PAC,1300,Patterson Park Audubon Center,H,REP
50,759093,24K,1,1,2011,25722,MI,PAC,894,Chesapeake Bay Foundation,H,DEM
50,759093,24K,1,1,2011,131829,IL,PAC,777,Allegany County Public Schools,H,REP
50,759093,24K,1,1,2011,4220,FL,PAC,1362,Severn River Association,H,REP
50,754912,24K,1,1,2011,5000,WV,PAC,1207,Maryland Association of Soil Conservation Districts,H,REP
50,759093,24K,1,1,2011,5000,CA,PAC,789,Anacostia Watershed Society,H,REP
50,759093,24K,1,1,2011,34900,MI,PAC,1452,Town of Easton,H,REP
50,759093,24K,1,1,2011,10700,CA,PAC,1464,Trout Unlimited,H,REP
50,759093,24K,1,1,2011,35000,TN,PAC,816,Baltimore County Department of Environmental Protection and Sustainability,H,REP
50,759660,24K,1,1,2011,30000,NC,PAC,925,City of Hagerstown,H,DEM
50,759660,24K,1,1,2011,35000,NY,PAC,816,Baltimore County Department of Environmental Protection and Sustainability,H,DEM
50,761202,24K,1,1,2011,1686,CA,PAC,1209,Maryland Coastal Bays Program,H,DEM
50,759660,24K,1,1,2011,11212,MD,PAC,1435,The Landings at Bolling Square Community Association,H,DEM
50,786596,24K,1,1,2011,72650,OK,PAC,1197,Magothy Beach Improvement Association,H,REP
50,786596,24K,1,1,2011,16500,MT,PAC,1284,Northern Virginia Regional Commission,H,REP
50,759420,24K,1,1,2011,100000,CA,PAC,1102,Gunston Day School,H,REP
50,759420,24K,1,1,2011,134463,NJ,PAC,930,"City of Norfolk, Virginia",H,DEM
50,759420,24K,1,1,2011,5894,KY,PAC,1058,Friends of Norfolk's Environment,H,REP
50,759420,24K,1,1,2011,40000,OH,PAC,790,Annapolis Cove Property Owners Association,H,REP
50,761304,24K,1,1,2011,3250,OH,PAC,1060,Friends of Sligo Creek,H,REP
50,759418,24K,1,1,2011,535,NJ,PAC,861,Capital City Public Charter School,H,DEM
50,786596,24K,1,1,2011,3575,MT,PAC,823,Baltimore Tree Trust,H,DEM
50,780581,24K,1,1,2011,4590,NV,PAC,1105,Halstead Academy,H,REP
50,780581,24K,1,1,2011,2450,NV,PAC,1311,Pleasant Plains Elementary School,H,DEM
50,759420,24K,1,1,2011,3320,TX,PAC,1311,Pleasant Plains Elementary School,H,REP
50,780581,24K,1,1,2011,1460,NV,PAC,1174,Lands and Waters,H,DEM
50,761202,24K,1,1,2011,1250,UT,PAC,783,Alliance for the Chesapeake Bay,H,DEM
50,774713,24K,1,1,2011,783,NC,PAC,1005,Easton Elementary School,H,DEM
50,774713,24K,1,1,2011,836,VA,PAC,1005,Easton Elementary School,H,DEM
50,764995,24K,1,1,2011,836,NC,PAC,1005,Easton Elementary School,H,DEM
50,764995,24K,1,1,2011,836,OR,PAC,1005,Easton Elementary School,H,DEM
50,804546,24K,1,1,2011,836,LA,PAC,1005,Easton Elementary School,H,REP
50,767050,24K,1,1,2011,836,CO,PAC,1005,Easton Elementary School,H,DEM
50,767050,24K,1,1,2011,1111,DC,PAC,1518,White Marsh Elementary School,H,DEM
50,767050,24K,1,1,2011,1111,WI,PAC,1518,White Marsh Elementary School,H,DEM
50,767050,24K,1,1,2011,815,CA,PAC,888,Chapel District Elementary School,H,DEM
50,767050,24K,1,1,2011,815,CA,PAC,888,Chapel District Elementary School,H,DEM
50,804546,24K,1,1,2011,815,AL,PAC,888,Chapel District Elementary School,H,REP
50,772147,24K,1,1,2011,868,AL,PAC,1400,St. Michael's Elementary School,H,REP
50,772147,24K,1,1,2011,868,AL,PAC,1400,St. Michael's Elementary School,H,REP
50,770238,24K,1,1,2011,718,NV,PAC,1444,Tilghman Elementary School,H,REP
50,770343,24K,1,1,2011,3815.91,MS,PAC,871,Carroll County Outdoor School,H,REP
50,875133,24K,1,1,2011,389.2,KY,PAC,873,Cash Valley Elementary School,H,REP
50,770753,24K,1,1,2011,2228,NJ,PAC,886,Centreville Middle School,H,DEM
50,770343,24K,1,1,2011,1797.74,MS,PAC,1121,Hickory Environmental Education Center,H,REP
50,804546,24K,1,1,2011,446,AL,PAC,875,Catonsville Elementary School,H,REP
50,808616,24K,1,1,2011,292,NY,PAC,1441,Thomas Jefferson Elementary/Middle School,H,DEM
50,875133,24K,1,1,2011,875,WY,PAC,1313,Poolesville Elementary School,H,REP
50,771096,24K,1,1,2011,1597,AL,PAC,1124,Highland View Academy,H,REP
50,770753,24K,1,1,2011,2001,NJ,PAC,1105,Halstead Academy,H,REP
50,770753,24K,1,1,2011,2224,NJ,PAC,1311,Pleasant Plains Elementary School,H,DEM
50,804546,24K,1,1,2011,800,TN,PAC,1071,Friendship Public Charter School - Chamberlain Campus,H,REP
50,770753,24K,1,1,2011,2000,TX,PAC,1248,Nanticoke Watershed Alliance,H,DEM
50,770753,24K,1,1,2011,2000,TX,PAC,1378,South River Federation,H,REP
50,813981,24K,1,1,2011,4870,OH,PAC,783,Alliance for the Chesapeake Bay,H,DEM
50,781352,24K,1,1,2011,5000,DC,PAC,1295,Parks and People Foundation,H,DEM
50,813981,24K,1,1,2011,2120,NJ,PAC,1450,Town of Chesapeake Beach,H,REP
50,813981,24K,1,1,2011,1850,NJ,PAC,789,Anacostia Watershed Society,H,REP
50,804546,24K,1,1,2011,1265,MS,PAC,773,Accokeek Foundation,H,REP
50,779128,24K,1,1,2011,1397,MS,PAC,894,Chesapeake Bay Foundation,H,REP
50,779386,24K,1,1,2011,24988,TX,PAC,894,Chesapeake Bay Foundation,H,REP
50,779386,24K,1,1,2011,20000,IL,PAC,908,Chesapeake Wildlife Heritage,H,DEM
50,779386,24K,1,1,2011,7100,IL,PAC,1362,Severn River Association,H,DEM
50,813981,24K,1,1,2011,15000,FL,PAC,1193,Lower Shore Land Trust,H,REP
50,813981,24K,1,1,2011,7500,FL,PAC,1362,Severn River Association,H,REP
50,779083,24K,1,1,2011,22987,UT,PAC,844,Boy Scouts of America Venturing Crew 202,H,DEM
50,779083,24K,1,1,2011,20550,UT,PAC,837,Blue Water Baltimore,H,DEM
50,774751,24K,1,1,2011,24905,MD,PAC,775,Adkins Arboretum,H,DEM
50,779511,24K,1,1,2011,24995,PA,PAC,864,Captain Avery Museum,H,DEM
50,779511,24K,1,1,2011,25000,AZ,PAC,1460,Town of Snow Hill,H,REP
50,808616,24K,1,1,2011,10000,NV,PAC,1427,The Associated: Jewish Community Federation of Baltimore,H,DEM
50,774751,24K,1,1,2011,25000,WA,PAC,789,Anacostia Watershed Society,H,DEM
50,779511,24K,1,1,2011,23200,PA,PAC,1101,Gunpowder Valley Conservancy,H,DEM
50,804546,24K,1,1,2011,6348.21,MI,PAC,1111,"Harford County, Maryland",H,REP
50,779386,24K,1,1,2011,10000,WI,PAC,795,Anne Arundel County Watershed Stewards Academy,H,REP
50,779386,24K,1,1,2011,32500,WA,PAC,1513,West/Rhode Riverkeeper,H,DEM
50,779386,24K,1,1,2011,20000,NJ,PAC,776,Alice Ferguson Foundation,H,REP
50,779386,24K,1,1,2011,5000,MD,PAC,783,Alliance for the Chesapeake Bay,H,DEM
50,781352,24K,1,1,2011,10000,NY,PAC,1193,Lower Shore Land Trust,H,REP
50,779386,24K,1,1,2011,35000,OH,PAC,1149,Izaak Walton League Of America,H,DEM
50,779386,24K,1,1,2011,0,OH,PAC,883,Center for Watershed Protection,H,REP
50,779386,24K,1,1,2011,10000,FL,PAC,1309,Pinchot Institute for Conservation,H,REP
50,813981,24K,1,1,2011,15000,FL,PAC,824,Banner Neighborhoods Community Corporation,H,REP
50,779386,24K,1,1,2011,5000,CT,PAC,1316,Potomac Conservancy,H,DEM
50,808616,24K,1,1,2011,4000,NJ,PAC,1530,Winchester on the Severn Community Association,H,DEM
50,804546,24K,1,1,2011,3875,FL,PAC,775,Adkins Arboretum,H,REP
50,781352,24K,1,1,2011,41800,NJ,PAC,1248,Nanticoke Watershed Alliance,H,REP
50,781352,24K,1,1,2011,1500,PA,PAC,993,Dunloggin Middle School,H,REP
50,875133,24K,1,1,2011,71500,MT,PAC,1485,Valley Conservation Council,H,REP
50,781352,24K,1,1,2011,1400,VA,PAC,832,Bentalou Elementary School,H,REP
50,781352,24K,1,1,2011,1955,SD,PAC,983,Dowell Elementary School,H,REP
50,808616,24K,1,1,2011,1876,NV,PAC,1247,Mutual Elementary School,H,DEM
50,779389,24K,1,1,2011,4500,TX,PAC,1165,Kent County Public Schools,H,REP
50,813981,24K,1,1,2011,1430,TX,PAC,772,Academy for College and Career Exploration,H,REP
50,813981,24K,1,1,2011,2000,NC,PAC,1311,Pleasant Plains Elementary School,H,REP
50,779389,24K,1,1,2011,5000,TX,PAC,1514,Westbrook Elementary School,H,REP
50,808616,24K,1,1,2011,2526,NV,PAC,1514,Westbrook Elementary School,H,DEM
50,779326,24K,1,1,2011,1119.8,AL,PAC,1156,John Eager Howard Elementary School,H,REP
50,801348,24K,1,1,2011,658,NV,PAC,1131,Holy Cross School,H,REP
50,790997,24K,1,1,2011,0,PA,PAC,831,Bennett Middle School,H,DEM
50,813984,24K,1,1,2011,520,OK,PAC,874,Catoctin High School,H,REP
50,790997,24K,1,1,2011,1698,TX,PAC,1402,St. Paul's School,H,DEM
